lemma
"['given', 'heart', 'away', 'sordid', 'boon']"
"['start', 'side']"
"['sugar', 'sweet']"
"['asian', 'community', 'need', 'next', 'thing', 'know', 'asian', 'kid', 'following', 'around', 'know', 'shit', 'boy', 'wanted', 'inside', 'especially', 'two', 'particular', 'thought', 'wonderful', 'sickened', 'even', 'wonderful', 'reminds', 'quote', 'wwii', 'era', 'forget', 'go', 'say', 'something', 'like', 'hero', 'everyone', 'around', 'acting', 'badly', 'someone', 'humanitarian', 'award']"
"['nicholas', 'brain', 'run', 'excellent', 'processing', 'data', 'concrete', 'fact', 'work', 'best', 'thing', 'quantify', 'run', 'almost', 'insurmountable', 'challenge', 'trying', 'rationalize', 'existence', 'exceptional', 'infant', 'daughter', 'represents', 'without', 'sense', 'humor', 'loving', 'forced', 'radically', 'confront', 'limitation']"
"['speech', 'economic', 'inequality', 'reelection']"
"['game', 'dinner']"
"['taking', 'picture', 'race', 'outfit', 'sure', 'see', 'wore', 'sunday', 'wash', 'right', 'post', 'pic', 'next', 'day']"
"['heard', 'loud', 'clear']"
"['family', 'witness', 'exclusion', 'apprehensive', 'pusuited', 'grandfather', 'decided', 'escape', 'germany', 'heading', 'britain', 'must', 'never', 'happen', 'andy', 'say', 'tell', 'worry', 'party', 'europe', 'seem', 'get', 'popular']"
"['strong', 'humble']"
"['steinberg', 'belief', 'light', 'new', 'assessment', 'israeli', 'attack', 'back', 'burner']"
"['thanks', 'everyone', 'helped', 'made', 'art', 'domain', 'success', 'great', 'show', 'enthusiastic', 'crowd', 'everyone', 'already', 'looking', 'forward', 'october', 'show', 'domain']"
"['sweet', 'boy', 'dote', 'quite', 'capable', 'resisting', 'training', 'month', 'past', 'patience', 'consistency', 'called', 'win', 'day', 'end', 'might', 'decide', 'get', 'program', 'week', 'might', 'month', 'time', 'tell', 'think', 'know', 'likely', 'response', 'training', 'go', 'new', 'level']"
[]
"['reason', 'initially', 'investigate', 'catalogue', 'one', 'friday', 'work', 'talking', 'another', 'friend', 'loved', 'ann', 'peebles', 'next', 'day', 'way', 'town', 'shop', 'decided', 'simply', 'buy', 'peebles', 'record', 'first', 'stop', 'reckless', 'berwick', 'st', 'still', 'basement', 'box', 'soul', 'single', 'sat', 'counter', 'inherited', 'dad', 'hoarding', 'tendency', 'acute', 'sense', 'relative', 'value', 'never', 'bought', 'many', 'must', 'trendily', 'refer', 'time', 'deliberately', 'avoid', 'looking', 'beyond', 'lp', 'section', 'shop', 'mission', 'time', 'though', 'miraculously', 'began', 'flick', 'second', 'record', 'box', 'willed', 'excitedly', 'parted', 'memory', 'anything', 'else', 'bought', 'day', 'remember', 'definitely', 'raining', 'getting', 'record', 'home', 'bonus', 'discovery', 'equally', 'brilliant', 'part', 'whose', 'intro', 'backbone', 'gza', 'track', 'bit', 'obsessed', 'time', 'huge', 'proportion', 'early', 'rza', 'production', 'relies', 'hi', 'back', 'catalogue', 'contrast', 'song', 'much', 'positive', 'title', 'indicates', 'bidding', 'goodbye', 'trouble', 'sadness', 'rather', 'customary', 'peebles', 'telling', 'piss']"
"['forest', 'city', 'ratner', 'company', 'brooklyn', 'event', 'center', 'subsidiary', 'would', 'tiny', 'fraction', 'job', 'would', 'hired', 'aeg', 'charge', 'arena', 'operation', 'hired', 'levy', 'restaurant', 'charge', 'food', 'service']"
"['exciting', 'news', 'august', 'sweet', 'baby', 'jane', 'joined', 'family', 'born', 'hour', 'labor', 'much', 'better', 'annabelle', 'hour', 'labor', 'long', 'jane', 'look', 'lot', 'like', 'annabelle', 'baby', 'definitely', 'personality', 'happy', 'sweet', 'baby', 'girl', 'could', 'join', 'family', 'annabelle', 'love', 'new', 'little', 'sister', 'jane', 'little', 'live', 'wire', 'right', 'jane', 'born', 'could', 'lift', 'head', 'always', 'moving', 'cuddly', 'baby', 'like', 'annabelle', 'still', 'sweet', 'happy', 'little', 'one', 'move', 'much', 'learned', 'roll', 'month', 'month', 'army', 'crawling', 'everywhere', 'crazy', 'huh', 'little', 'determined', 'one', 'probably', 'going', 'walk', 'soon', 'swear', 'jane', 'month', 'dr', 'appointment', 'weighed', 'lb', 'oz', 'make', 'percentile', 'little', 'one', 'probably', 'move', 'time', 'annabelle', 'good', 'big', 'sister', 'love', 'make', 'laugh', 'sad', 'give', 'toy', 'try', 'everything', 'make', 'happy', 'moment', 'hear', 'jane', 'cry', 'see', 'annabelle', 'trying', 'ride', 'back', 'like', 'daddy', 'guess', 'big', 'sister', 'get', 'kind', 'crazy', 'mom', 'two', 'love', 'always', 'adventure']"
"['act', 'color', 'law', 'include', 'act', 'done', 'federal', 'state', 'local', 'official', 'within', 'bound', 'limit', 'lawful', 'authority', 'also', 'act', 'done', 'without', 'beyond', 'bound', 'lawful', 'authority', 'provided', 'order', 'unlawful', 'act', 'official', 'done', 'color', 'law', 'unlawful', 'act', 'must', 'done', 'official', 'purporting', 'pretending', 'act', 'performance', 'official', 'duty', 'definition', 'includes', 'addition', 'law', 'enforcement', 'official', 'individual', 'mayor', 'council', 'person', 'judge', 'nursing', 'home', 'proprietor', 'security', 'guard', 'person', 'bound', 'law', 'statute', 'ordinance', 'custom']"
"['god', 'love', 'drunkard', 'cry']"
"['firm', 'trimtabs', 'taking', 'cautious', 'stance', 'reducing', 'market', 'exposure', 'zero', 'exposure', 'trimtabs', 'reasoning', 'end', 'spell', 'end', 'propping', 'market', 'certainly', 'understandable', 'information', 'well', 'known', 'already', 'priced', 'market', 'go', 'write', 'client', 'p', 'interim', 'closing', 'high', 'april', 'expect', 'market', 'action', 'get', 'even', 'uglier', 'terrible', 'track', 'record', 'make', 'tempting', 'fade']"
"['lump', 'together', 'odd', 'collection', 'beer', 'ipa', 'berliner', 'weisse', 'pilsener', 'grätzer', 'beer', 'whose', 'connection', 'pale', 'colour', 'missed', 'grätzer', 'reference', 'first', 'time', 'read', 'another', 'one', 'collection', 'first', 'mention', 'remember', 'using', 'hop', 'year', 'old']"
"['red', 'bell', 'pepper', 'sliced']"
"['kathleen', 'peacock', 'thrilling', 'novel', 'first', 'hemlock', 'trilogy', 'urban', 'fantasy', 'series', 'filled', 'provocative', 'question', 'prejudice', 'trust', 'lie', 'love']"
"['anyway', 'brought', 'biscoff', 'spread', 'home', 'waited', 'approximately', 'second', 'grabbing', 'spoon', 'giving', 'taste', 'verdict', 'taste', 'like', 'cooky', 'good', 'better', 'nutella', 'good']"
"['unfortunately', 'men', 'reached', 'second', 'floor', 'could', 'find', 'gun', 'climbed', 'roof', 'escape', 'outside', 'grandfather', 'yard', 'saw', 'dad', 'yard', 'work', 'saw', 'fictional', 'dog', 'somehow', 'knew', 'yelled', 'dad', 'get', 'grandfather', 'truck', 'men', 'gun', 'trying', 'kill']"
"['wrist', 'bind', 'successful', 'attack', 'whipwhirl', 'bind', 'opponent', 'wrist', 'possibility', 'victim', 'fumble', 'drop', 'anything', 'might', 'holding', 'hand', 'base', 'chance', 'fumble', 'whipwhirl', 'wrist', 'attack', 'minus', 'per', 'point', 'dexterity', 'affected', 'target', 'character', 'dexterity', 'would', 'chance', 'fumbling', 'type', 'attack']"
"['chris', 'bye', 'bye', 'try', 'best', 'never', 'forget', 'please', 'remember', 'name', 'tell', 'lol']"
"['make', 'priority', 'day', 'read', 'gratitude', 'list', 'waking', 'going', 'bed', 'least', 'one', 'time', 'day', 'know', 'whether', 'post', 'significance', 'know', 'blessing', 'bountiful']"
"['oz', 'light', 'sour', 'cream']"
"['video', 'talk', 'tip', 'give', 'tour', 'system', 'tried', 'write', 'clearly', 'could', 'post', 'sometimes', 'better', 'see', 'action', 'tough', 'explain']"
['jf']
